Date of Sale (dd/mm/yyyy),County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,eircode_missing,eircode_prefix,Price_Clamped,vat_adjusted_flag,Price_Adjusted_VAT
2024-12-19,Dublin,D12NPY0,610000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Dublin 12,0,kimmage road west,0,0,D12,610000.0,0,610000.0
2024-05-31,Kildare,R14AY66,227000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,athy,0,0,R14,227000.0,0,227000.0
2024-03-28,Dublin,D18DC80,575000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Dublin 18,0,leopardstown heights,0,0,D18,575000.0,0,575000.0
2024-07-11,Kerry,V93RHX7,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,0,Unknown,1,glenbeigh,0,0,V93,150000.0,0,150000.0
2024-09-30,Donegal,F92YX76,132700.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,creeslough,0,0,F92,132700.0,0,132700.0
2024-04-11,Cork,P81TN20,210000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,skibbereen,0,0,P81,210000.0,0,210000.0
2024-01-10,Dublin,D15XCF9,332000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,1,0,1,Dublin 15,0,castaheany,0,0,D15,332000.0,0,332000.0
2024-08-13,Cork,P43XR76,300000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,ringaskiddy,0,0,P43,300000.0,0,300000.0
2024-12-20,Galway,Unknown,300000.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,105 salthill,0,1,UNK,300000.0,1,340500.0
2024-09-02,Longford,N39V9K5,260000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,0,Unknown,1,longford,0,0,N39,260000.0,0,260000.0
2024-12-17,Kerry,V92E6W4,260000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,lixnaw,0,0,V92,260000.0,0,260000.0
2024-12-02,Laois,Unknown,287027.0,Yes,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,21 townparks,0,1,UNK,287027.0,1,325775.645
2024-12-06,Wicklow,A98H3K0,400000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,bray,0,0,A98,400000.0,0,400000.0
2024-01-30,Wexford,Unknown,360352.42,No,Yes,New Dwelling house /Apartment,Unknown,2024,1,0,1,Unknown,1,newtown road,0,1,UNK,360352.42,1,408999.99669999996
2024-12-06,Dublin,D05C2H9,561000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Dublin 5,0,artane,0,0,D05,561000.0,0,561000.0
2024-09-26,Cavan,H14XW14,87000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,cornadarragh,0,0,H14,87000.0,0,87000.0
2024-09-05,Cork,P12X959,242000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,coachford,0,0,P12,242000.0,0,242000.0
2024-12-03,Dublin,K36A028,315000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,1,1,Unknown,1,the gallery,0,0,K36,315000.0,0,315000.0
2024-10-01,Cork,T12ETP6,345000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,college rd,0,0,T12,345000.0,0,345000.0
2024-06-13,Clare,V95N7D5,259000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,cappahard,0,0,V95,259000.0,0,259000.0
2024-03-05,Carlow,R93Y5C9,30000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Unknown,1,tullow rd,0,0,R93,60000.0,0,30000.0
2024-03-05,Kilkenny,R95XD30,132000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,0,Unknown,1,callan,0,0,R95,132000.0,0,132000.0
2024-02-23,Laois,R32E920,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,0,Unknown,1,mountmellick,0,0,R32,150000.0,0,150000.0
2024-10-30,Carlow,R21CC97,227500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,muine bheag,0,0,R21,227500.0,0,227500.0
2024-07-25,Dublin,D11X722,555000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Dublin 11,0,dublin 11,0,0,D11,555000.0,0,555000.0
2024-12-12,Dublin,Unknown,378854.62,No,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,carberry meadows,0,1,UNK,378854.62,1,429999.9937
2024-04-11,Kilkenny,R95N7C0,199333.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,0,Unknown,1,knocktopher,0,0,R95,199333.0,0,199333.0
2024-04-03,Carlow,R93HW11,227000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,graiguecullen,0,0,R93,227000.0,0,227000.0
2024-10-31,Dublin,A96WN30,565000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,harbour rd,0,0,A96,565000.0,0,565000.0
2024-07-05,Westmeath,N37W954,64000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,athlone,0,0,N37,64000.0,0,64000.0
2024-11-29,Tipperary,E91H9X3,293000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,fethard rd,0,0,E91,293000.0,0,293000.0
2024-03-06,Tipperary,E41P5C3,140000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,0,Unknown,1,killenaule,0,0,E41,140000.0,0,140000.0
2024-11-08,Dublin,Unknown,436123.35,No,Yes,New Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,phoenix park racecourse,0,1,UNK,436123.35,1,495000.00224999996
2024-01-31,Sligo,F91PX90,105000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,1,0,1,Unknown,1,sligo,0,0,F91,105000.0,0,105000.0
2024-04-12,Wicklow,A98XC56,420000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,bray,0,0,A98,420000.0,0,420000.0
2024-12-04,Dublin,A98NY36,450000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,woodbrook glen,0,0,A98,450000.0,0,450000.0
2024-07-23,Dublin,K67X822,390000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,swords,0,0,K67,390000.0,0,390000.0
2024-08-16,Limerick,V94V296,225000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,1,0,Unknown,1,the mill,0,0,V94,225000.0,0,225000.0
2024-10-03,Dublin,D01A096,355000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,1,1,Dublin 1,0,the courtyard,0,0,D01,355000.0,0,355000.0
2024-05-30,Kerry,V93W527,440000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,kenmare,0,0,V93,440000.0,0,440000.0
2024-10-14,Cork,T12KRT0,490000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,friars walk,0,0,T12,490000.0,0,490000.0
2024-12-13,Galway,Unknown,150000.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,0,Unknown,1,ballymoneen rd,0,1,UNK,150000.0,1,170250.0
2024-09-27,Galway,H91C9AK,346000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,doughiska,0,0,H91,346000.0,0,346000.0
2024-05-14,Kildare,W23E9T7,350000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,celbridge,0,0,W23,350000.0,0,350000.0
2024-03-28,Cork,P36K229,240000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Unknown,1,youghal,0,0,P36,240000.0,0,240000.0
2024-07-24,Kildare,W23K2R9,547500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,dublin road,0,0,W23,547500.0,0,547500.0
2024-05-30,Wicklow,Unknown,528634.36,No,Yes,New Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,103 churchlands,0,1,UNK,528634.36,1,599999.9985999999
2024-10-04,Donegal,F92A31N,259067.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,crievesmith,0,0,F92,259067.0,1,294041.045
2024-08-19,Donegal,F92RTP1,350000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,letterkenny,0,0,F92,350000.0,0,350000.0
2024-04-10,Cork,P51DX0V,85000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,0,Unknown,1,glantane,0,0,P51,85000.0,0,85000.0
2024-05-24,Louth,A91P6R6,347500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,dublin rd,0,0,A91,347500.0,0,347500.0
2024-02-28,Laois,R14YR27,335000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,0,Unknown,1,ballylynan,0,0,R14,335000.0,0,335000.0
2024-08-01,Dublin,Unknown,1070485.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,glencairn gate,0,1,UNK,703000.0,1,1215000.475
2024-04-12,Wicklow,Unknown,290000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,0,Unknown,1,main st,0,1,UNK,290000.0,0,290000.0
2024-08-07,Laois,R32X7W3,62000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,0,0,Unknown,1,mountmellick,0,0,R32,62000.0,0,62000.0
2024-11-06,Dublin,Unknown,455000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,phibblestown,0,1,UNK,455000.0,0,455000.0
2024-10-01,Dublin,K36N793,265000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,0,Unknown,1,egans field,0,0,K36,265000.0,0,265000.0
2024-02-14,Clare,V14V276,171000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,shannon,0,0,V14,171000.0,0,171000.0
2024-07-16,Dublin,D06N832,487000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Dublin 6,0,harolds cross,0,0,D06,487000.0,0,487000.0
2024-05-24,Meath,C15KD80,415000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,0,Unknown,1,wilkinstown,0,0,C15,415000.0,0,415000.0
2024-08-01,Cork,Unknown,281939.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,ballinglanna,0,1,UNK,281939.0,1,320000.765
2024-12-19,Louth,Unknown,370574.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,ballymakenny road,0,1,UNK,370574.0,1,420601.49
2024-04-08,Donegal,F93VX33,152000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,ballybofey,0,0,F93,152000.0,0,152000.0
2024-06-05,Dublin,D05V0F9,460000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,6,0,1,Dublin 5,0,killester,0,0,D05,460000.0,0,460000.0
2024-04-25,Laois,R32R254,175000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,dublin road,0,0,R32,175000.0,0,175000.0
2024-03-14,Meath,A92W7R6,685000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,0,Unknown,1,the ninch,0,0,A92,685000.0,0,685000.0
2024-09-12,Louth,A91F5W4,179000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,0,Unknown,1,new road,0,0,A91,179000.0,0,179000.0
2024-10-24,Dublin,A96R585,272500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,ballybrack,0,0,A96,272500.0,0,272500.0
2024-03-26,Galway,H54RY61,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,0,Unknown,1,tuam,0,0,H54,160000.0,0,160000.0
2024-02-23,Wexford,Unknown,259911.89,No,Yes,New Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,7 an troman,0,1,UNK,259911.89,1,294999.99515000003
2024-04-30,Dublin,D22W059,226000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,newcastle,0,0,D22,226000.0,0,226000.0
2024-03-06,Kilkenny,R95K2C6,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,0,Unknown,1,bennettsbridge,0,0,R95,80000.0,0,80000.0
2024-12-04,Cork,P31DW60,256388.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,heathfield,0,0,P31,256388.0,1,291000.38
2024-08-16,Mayo,F12P738,145000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,0,0,Unknown,1,swinford,0,0,F12,145000.0,0,145000.0
2024-05-27,Limerick,Unknown,268237.11,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,0,Unknown,1,st vincents centre,0,1,UNK,268237.11,0,268237.11
2024-10-04,Cork,P31HR63,765000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,0,Unknown,1,ovens,0,0,P31,703000.0,0,765000.0
2024-10-23,Cork,Unknown,40000.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,10,0,0,Unknown,1,staball hill,0,1,UNK,60000.0,1,45400.0
2024-09-13,Wicklow,A98AF84,1500000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,kilmacanogue,0,0,A98,703000.0,0,1500000.0
2024-02-08,Cork,Unknown,299558.72,No,Yes,New Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,janeville,0,1,UNK,299558.72,1,339999.14719999995
2024-07-31,Kerry,V93T990,360000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,0,Unknown,1,faha,0,0,V93,360000.0,0,360000.0
2024-06-26,Cork,Unknown,325000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,ballinure,0,1,UNK,325000.0,0,325000.0
2024-10-09,Cork,Unknown,303964.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,cloughduv,0,1,UNK,303964.0,1,344999.14
2024-05-21,Cork,Unknown,519823.78,No,Yes,New Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,richmond rise,0,1,UNK,519823.78,1,589999.9903000001
2024-09-19,Dublin,D11E4X0,393000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Dublin 11,0,finglas,0,0,D11,393000.0,0,393000.0
2024-12-18,Laois,R32V513,192000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,1,1,Unknown,1,bridle walk,0,0,R32,192000.0,0,192000.0
2024-06-12,Dublin,K78YF90,475000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,lucan,0,0,K78,475000.0,0,475000.0
2024-11-12,Dublin,Unknown,555066.08,No,Yes,New Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,st marnock039s bay,0,1,UNK,555066.08,1,630000.0007999999
2024-06-05,Cork,Unknown,322000.0,Yes,Yes,New Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,sweetfields,0,1,UNK,322000.0,1,365470.0
2024-10-01,Cork,P85CA36,400000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,rosscarbery,0,0,P85,400000.0,0,400000.0
2024-10-15,Waterford,X42N674,362000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,0,Unknown,1,kilrossanty,0,0,X42,362000.0,0,362000.0
2024-11-14,Waterford,X91E3H9,340000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,collins ave,0,0,X91,340000.0,0,340000.0
2024-04-12,Longford,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,0,Unknown,1,ballymahon,0,1,UNK,100000.0,0,100000.0
2024-12-13,Laois,R32N9WA,330000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,portlaoise,0,0,R32,330000.0,0,330000.0
2024-03-25,Galway,H62K520,51125.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Unknown,1,woodford,0,0,H62,60000.0,0,51125.0
2024-08-29,Cork,Unknown,273127.18,No,Yes,New Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,108 mapel woods,0,1,UNK,273127.18,1,309999.3493
2024-03-08,Dublin,D24K7R6,293000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Dublin 24,0,tallaght,0,0,D24,293000.0,0,293000.0
2024-05-01,Meath,A92H4X6,420000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,0,Unknown,1,julianstown,0,0,A92,420000.0,0,420000.0
2024-10-18,Wicklow,A98CC42,530000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,brookwood,0,0,A98,530000.0,0,530000.0
2024-08-26,Galway,Unknown,610000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,0,0,Unknown,1,athenry,0,1,UNK,610000.0,0,610000.0
2024-02-02,Westmeath,N37N9P9,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,garrycastle,0,0,N37,215000.0,0,215000.0
2024-04-29,Dublin,K36DF38,785000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,malahide,0,0,K36,703000.0,0,785000.0
2024-04-11,Dublin,D15NY36,440000.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,4,0,1,Dublin 15,0,tyrrelstown,0,0,D15,440000.0,1,499400.0
2024-08-02,Wicklow,A98R2R6,395000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,bray,0,0,A98,395000.0,0,395000.0
2024-05-31,Dublin,Unknown,562709.25,Yes,Yes,New Dwelling house /Apartment,Unknown,2024,5,1,1,Unknown,1,de verdon place,0,1,UNK,562709.25,1,638674.99875
2024-03-27,Laois,R32N602,135000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Unknown,1,kilnacourt woods,0,0,R32,135000.0,0,135000.0
2024-08-06,Donegal,Unknown,385000.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,140 west point way,0,1,UNK,385000.0,1,436975.0
2024-04-09,Dublin,Unknown,477693.28,Yes,Yes,New Dwelling house /Apartment,Unknown,2024,4,0,0,Unknown,1,lucan,0,1,UNK,477693.28,1,542181.8728
2024-06-27,Cork,Unknown,376275.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,chirch hill,0,1,UNK,376275.0,1,427072.125
2024-04-02,Westmeath,Unknown,293575.0,Yes,Yes,New Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,3 castle court,0,1,UNK,293575.0,1,333207.625
2024-10-29,Dublin,D15AWF8,457000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Dublin 15,0,hartstown,0,0,D15,457000.0,0,457000.0
2024-05-28,Kildare,Unknown,299559.47,No,Yes,New Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,curryhills,0,1,UNK,299559.47,1,339999.99844999996
2024-10-15,Dublin,D12DX77,505000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,1,1,Unknown,1,manor grove,0,0,D12,505000.0,0,505000.0
2024-07-23,Dublin,D22N9E2,453000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,old naas road,0,0,D22,453000.0,0,453000.0
2024-09-05,Kerry,V93X958,75000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,1,1,Unknown,1,flemings lane,0,0,V93,75000.0,0,75000.0
2024-09-17,Waterford,X91PD85,120000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,1,1,Unknown,1,castle place,0,0,X91,120000.0,0,120000.0
2024-12-04,Laois,Unknown,315908.58,Yes,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,7 foxburrow,0,1,UNK,315908.58,1,358556.2383
2024-04-23,Kilkenny,R95E4P1,212500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,thomastown,0,0,R95,212500.0,0,212500.0
2024-07-03,Donegal,Unknown,427312.78,No,Yes,New Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,rossnowlagh lower,0,1,UNK,427312.78,1,485000.0053
2024-07-19,Dublin,Unknown,616740.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,seamount rise,0,1,UNK,616740.0,1,699999.9
2024-11-01,Dublin,K67C7W1,275000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,swords,0,0,K67,275000.0,0,275000.0
2024-05-23,Cork,P56PV02,200000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,charleville,0,0,P56,200000.0,0,200000.0
2024-10-04,Cavan,H12AE92,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,11 railway road,0,0,H12,150000.0,0,150000.0
2024-11-08,Carlow,R93NX81,186000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,the mullawn,0,0,R93,186000.0,0,186000.0
2024-11-26,Dublin,D17NX72,255000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Dublin 17,0,clonshaugh rd,0,0,D17,255000.0,0,255000.0
2024-01-18,Roscommon,F45F5K2,60000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,1,0,1,Unknown,1,main st,0,0,F45,60000.0,0,60000.0
2024-02-29,Dublin,K67Y7N8,428175.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,fosterstown north,0,0,K67,428175.0,1,485978.625
2024-09-13,Kilkenny,R95WFY6,305000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,32 fatima place,0,0,R95,305000.0,0,305000.0
2024-05-24,Dublin,K56PK70,316000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,rush,0,0,K56,316000.0,0,316000.0
2024-06-10,Laois,Unknown,285185.18,No,Yes,New Dwelling house /Apartment,Unknown,2024,6,1,1,Unknown,1,the maltings,0,1,UNK,285185.18,1,323685.1793
2024-04-04,Galway,H91DA14,370044.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,rahoon,0,0,H91,370044.0,1,419999.94
2024-09-17,Cork,P24A033,305000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,1,Unknown,1,college manor,0,0,P24,305000.0,0,305000.0
2024-09-06,Wicklow,Unknown,420000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,9,0,0,Unknown,1,tinahely,0,1,UNK,420000.0,0,420000.0
2024-05-03,Kildare,R14C898,252525.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,0,Unknown,1,ballintore,0,0,R14,252525.0,0,252525.0
2024-07-19,Monaghan,H23D838,127000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,7,0,1,Unknown,1,clones,0,0,H23,127000.0,0,127000.0
2024-10-14,Tipperary,E45X380,235000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,10,0,1,Unknown,1,drummin village,0,0,E45,235000.0,0,235000.0
2024-03-13,Dublin,D08Y9T7,675000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Dublin 8,0,dublin 8,0,0,D08,675000.0,0,675000.0
2024-02-07,Mayo,F28FY89,415000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,westport,0,0,F28,415000.0,0,415000.0
2024-06-20,Wicklow,Unknown,462555.07,No,Yes,New Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,tinakilly park,0,1,UNK,462555.07,1,525000.00445
2024-12-16,Dublin,D15Y89N,410000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Dublin 15,0,dublin 15,0,0,D15,410000.0,0,410000.0
2024-03-14,Waterford,X91DE2H,265695.15,No,Yes,New Dwelling house /Apartment,Unknown,2024,3,0,1,Unknown,1,summerfields,0,0,X91,265695.15,1,301563.99525000004
2024-04-05,Dublin,D6WKC83,598000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Dublin 6W,0,terenure,0,0,D6W,598000.0,0,598000.0
2024-02-15,Louth,A91X8N9,295000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,bay estate,0,0,A91,295000.0,0,295000.0
2024-12-03,Limerick,V94A5FN,92000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,westbury,0,0,V94,92000.0,0,92000.0
2024-08-29,Louth,Unknown,339207.04,No,Yes,New Dwelling house /Apartment,Unknown,2024,8,0,1,Unknown,1,old slane road,0,1,UNK,339207.04,1,384999.99039999995
2024-03-08,Dublin,D12R682,220000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,3,0,1,Dublin 12,0,park west pointe,0,0,D12,220000.0,0,220000.0
2024-12-09,Dublin,Unknown,515000.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,12,0,1,Unknown,1,block a,0,1,UNK,515000.0,1,584525.0
2024-04-02,Waterford,X91F2R1,268500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,4,0,1,Unknown,1,grange manor,0,0,X91,268500.0,0,268500.0
2024-05-29,Donegal,Unknown,75000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,0,Unknown,1,magheracar,0,1,UNK,75000.0,0,75000.0
2024-05-30,Westmeath,Unknown,295154.19,No,Yes,New Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,arcadia,0,1,UNK,295154.19,1,335000.00565
2024-02-16,Dublin,A96Y6R0,565000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,2,0,1,Unknown,1,ballybrack,0,0,A96,565000.0,0,565000.0
2024-11-12,Kildare,W12YH28,350000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,11,0,1,Unknown,1,newbridge,0,0,W12,350000.0,0,350000.0
2024-05-31,Dublin,K78X8W2,557000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2024,5,0,1,Unknown,1,newcastle road,0,0,K78,557000.0,0,557000.0
2024-06-27,Kilkenny,Unknown,339207.0,No,Yes,New Dwelling house /Apartment,Unknown,2024,6,0,1,Unknown,1,cluain glasan,0,1,UNK,339207.0,1,384999.945
