Date of Sale (dd/mm/yyyy),County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,eircode_missing,eircode_prefix,Price_Clamped,vat_adjusted_flag,Price_Adjusted_VAT
2016-10-17,Galway,Unknown,206000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,knocknacarra rd,0,1,UNK,206000.0,0,206000.0
2016-08-18,Dublin,Unknown,230000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,1,1,Unknown,1,the waterside apartments,0,1,UNK,230000.0,0,230000.0
2016-06-03,Cork,Unknown,237875.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,0,1,Unknown,1,glanmire,0,1,UNK,237875.0,1,269988.125
2016-12-12,Dublin,Unknown,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 14,0,rathfarnham,0,1,UNK,200000.0,0,200000.0
2016-02-09,Cork,Unknown,115000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,white gate,0,1,UNK,115000.0,0,115000.0
2016-12-20,Dublin,Unknown,175000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 18,0,stepaside,0,1,UNK,175000.0,0,175000.0
2016-09-20,Westmeath,Unknown,43846.15,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,1,1,Unknown,1,rockbrook court,0,1,UNK,60000.0,0,43846.15
2016-05-05,Dublin,Unknown,325000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,malahide,0,1,UNK,325000.0,0,325000.0
2016-08-04,Kildare,Unknown,175000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,the plains,0,1,UNK,175000.0,0,175000.0
2016-02-18,Wicklow,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,blessington,0,1,UNK,160000.0,0,160000.0
2016-03-30,Clare,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,kilmaley,0,1,UNK,160000.0,0,160000.0
2016-04-20,Cork,Unknown,420000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,montenotte,0,1,UNK,420000.0,0,420000.0
2016-05-23,Donegal,Unknown,68722.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,5,0,0,Unknown,1,glencar,0,1,UNK,68722.0,1,77999.47
2016-04-14,Kerry,Unknown,88000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,0,Unknown,1,glenbeigh,0,1,UNK,88000.0,0,88000.0
2016-10-28,Louth,Unknown,225000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10,0,1,Unknown,1,dublin road,0,1,UNK,225000.0,1,255375.0
2016-10-04,Dublin,Unknown,190000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,1,1,Dublin 2,0,38 40 south great georges st,0,1,UNK,190000.0,0,190000.0
2016-12-20,Westmeath,Unknown,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,loughnavalley,0,1,UNK,150000.0,0,150000.0
2016-10-12,Louth,Unknown,168000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,drogheda,0,1,UNK,168000.0,0,168000.0
2016-12-19,Waterford,Unknown,172000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,kilcoman,0,1,UNK,172000.0,0,172000.0
2016-02-11,Carlow,Unknown,148000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,0,Unknown,1,kilkenny rd,0,1,UNK,148000.0,0,148000.0
2016-12-20,Dublin,Unknown,308370.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,1,1,Unknown,1,honeypark,0,1,UNK,308370.0,1,349999.95
2016-02-19,Wexford,Unknown,85000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,1,1,Unknown,1,clonattin village,0,1,UNK,85000.0,0,85000.0
2016-09-14,Wicklow,Unknown,232000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,0,Unknown,1,arklow road,0,1,UNK,232000.0,0,232000.0
2016-06-30,Dublin,Unknown,750000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Dublin 4,0,dublin 4,0,1,UNK,703000.0,0,750000.0
2016-06-03,Kildare,Unknown,140000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,kildare,0,1,UNK,140000.0,0,140000.0
2016-11-03,Tipperary,Unknown,190000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,0,Unknown,1,knocklong,0,1,UNK,190000.0,0,190000.0
2016-08-25,Dublin,Unknown,575000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Dublin 14,0,dundrum,0,1,UNK,575000.0,0,575000.0
2016-01-19,Laois,Unknown,101000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,maryborough village,0,1,UNK,101000.0,0,101000.0
2016-05-30,Meath,Unknown,172500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,72 edgeworth court,0,1,UNK,172500.0,0,172500.0
2016-09-14,Dublin,Unknown,365638.76,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9,0,1,Unknown,1,10 diswellstown chase,0,1,UNK,365638.76,1,414999.9926
2016-05-13,Meath,Unknown,107000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,fair green,0,1,UNK,107000.0,0,107000.0
2016-06-23,Kerry,Unknown,125000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,1,1,Unknown,1,oakpark rd,0,1,UNK,125000.0,0,125000.0
2016-09-26,Galway,Unknown,290000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,murrough,0,1,UNK,290000.0,0,290000.0
2016-11-04,Leitrim,Unknown,76000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,ballinamore,0,1,UNK,76000.0,0,76000.0
2016-12-20,Kilkenny,Unknown,99000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,barrack street,0,1,UNK,99000.0,0,99000.0
2016-08-23,Clare,Unknown,263500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,sixmilebridge,0,1,UNK,263500.0,0,263500.0
2016-12-02,Dublin,Unknown,462000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 2,0,crane lane,0,1,UNK,462000.0,0,462000.0
2016-07-27,Dublin,Unknown,305000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 20,0,lucan rd old,0,1,UNK,305000.0,0,305000.0
2016-09-30,Dublin,Unknown,285000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,donabate,0,1,UNK,285000.0,0,285000.0
2016-09-27,Dublin,Unknown,261000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Dublin 7,0,cabra,0,1,UNK,261000.0,0,261000.0
2016-06-09,Dublin,Unknown,340000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,rathcoole,0,1,UNK,340000.0,0,340000.0
2016-03-09,Cork,Unknown,237885.45,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3,0,1,Unknown,1,glouthanune,0,1,UNK,237885.45,1,269999.98575
2016-07-25,Dublin,Unknown,18819.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 3,0,donnycarney,0,1,UNK,60000.0,0,18819.0
2016-06-27,Cork,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,0,Unknown,1,front strand,0,1,UNK,160000.0,0,160000.0
2016-09-29,Limerick,Unknown,145000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,113 mayorstone avenue,0,1,UNK,145000.0,0,145000.0
2016-06-01,Cork,Unknown,89500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,1,0,Unknown,1,market street,0,1,UNK,89500.0,0,89500.0
2016-08-24,Kilkenny,Unknown,206000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,0,Unknown,1,cellarstown east,0,1,UNK,206000.0,0,206000.0
2016-07-29,Dublin,Unknown,252000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 15,0,clonsilla,0,1,UNK,252000.0,0,252000.0
2016-04-28,Donegal,Unknown,159000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,downings,0,1,UNK,159000.0,0,159000.0
2016-06-09,Waterford,Unknown,77500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,0,Unknown,1,adelphi quay,0,1,UNK,77500.0,0,77500.0
2016-12-09,Dublin,Unknown,268000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 12,0,harolds cross,0,1,UNK,268000.0,0,268000.0
2016-10-22,Dublin,Unknown,201600.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,blanchardstown,0,1,UNK,201600.0,0,201600.0
2016-07-08,Cork,Unknown,130000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,dublin hill,0,1,UNK,130000.0,0,130000.0
2016-12-19,Dublin,Unknown,191000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,st edmunds,0,1,UNK,191000.0,0,191000.0
2016-03-16,Cork,Unknown,15000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,0,Unknown,1,newmarket,0,1,UNK,60000.0,0,15000.0
2016-05-23,Cork,Unknown,395000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,wellington rd,0,1,UNK,395000.0,0,395000.0
2016-07-13,Mayo,Unknown,54000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,0,Unknown,1,swinford,0,1,UNK,60000.0,0,54000.0
2016-02-05,Cork,Unknown,155000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,skibbereen,0,1,UNK,155000.0,0,155000.0
2016-02-17,Limerick,Unknown,70000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,limerick city,0,1,UNK,70000.0,0,70000.0
2016-12-15,Cork,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,curryclough,0,1,UNK,160000.0,0,160000.0
2016-04-22,Dublin,Unknown,380000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 4,0,ringsend,0,1,UNK,380000.0,0,380000.0
2016-01-29,Donegal,Unknown,217000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,0,Unknown,1,buncrana,0,1,UNK,217000.0,0,217000.0
2016-12-12,Longford,Unknown,70000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,ballyjamesduff rd,0,1,UNK,70000.0,0,70000.0
2016-12-06,Sligo,Unknown,205000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,strandhill,0,1,UNK,205000.0,0,205000.0
2016-07-22,Galway,Unknown,270000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,bothar stiofan,0,1,UNK,270000.0,0,270000.0
2016-08-03,Dublin,Unknown,236000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Dublin 8,0,tullyvale,0,1,UNK,236000.0,0,236000.0
2016-08-23,Waterford,Unknown,192500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,waterford,0,1,UNK,192500.0,0,192500.0
2016-12-09,Cork,Unknown,142276.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,12,0,1,Unknown,1,cloonlough,0,1,UNK,142276.0,1,161483.26
2016-12-21,Tipperary,Unknown,80000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,south quay,0,1,UNK,80000.0,0,80000.0
2016-04-15,Cavan,Unknown,40000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,0,Unknown,1,butlersbridge,0,1,UNK,60000.0,0,40000.0
2016-02-23,Cork,Unknown,30000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,mallow,0,1,UNK,60000.0,0,30000.0
2016-11-18,Dublin,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Dublin 24,0,oldbawn,0,1,UNK,275000.0,0,275000.0
2016-07-29,Kildare,Unknown,370000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,0,Unknown,1,cappagh,0,1,UNK,370000.0,0,370000.0
2016-04-05,Dublin,Unknown,228000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 15,0,clonsilla,0,1,UNK,228000.0,0,228000.0
2016-12-13,Dublin,Unknown,163000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,1,1,Unknown,1,stapleton house,0,1,UNK,163000.0,0,163000.0
2016-02-12,Sligo,Unknown,27500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,1,1,Unknown,1,apartment 3,0,1,UNK,60000.0,0,27500.0
2016-10-13,Offaly,Unknown,196000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,tullamore,0,1,UNK,196000.0,0,196000.0
2016-03-03,Dublin,Unknown,299559.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,3,1,1,Unknown,1,spencer dock,0,1,UNK,299559.47,1,339999.99844999996
2016-06-27,Tipperary,Unknown,187500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,0,Unknown,1,norwood,0,1,UNK,187500.0,0,187500.0
2016-11-01,Waterford,Unknown,175000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,0,Unknown,1,butlerstown,0,1,UNK,175000.0,0,175000.0
2016-05-06,Galway,Unknown,111201.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5,1,1,Unknown,1,apt 80 leas na mara,0,1,UNK,111201.88,1,126214.13380000001
2016-09-14,Kildare,Unknown,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,newbridge,0,1,UNK,200000.0,0,200000.0
2016-02-22,Mayo,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,claremorris,0,1,UNK,90000.0,0,90000.0
2016-11-15,Cork,Unknown,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,ballincollig,0,1,UNK,200000.0,0,200000.0
2016-08-31,Dublin,Unknown,365000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,thornwood,0,1,UNK,365000.0,0,365000.0
2016-12-13,Dublin,Unknown,625000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 4,0,bath ave,0,1,UNK,625000.0,0,625000.0
2016-08-19,Waterford,Unknown,128962.51,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,8,0,1,Unknown,1,grantstown farm,0,1,UNK,128962.51,1,146372.44885
2016-08-09,Dublin,Unknown,238000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,forest road,0,1,UNK,238000.0,0,238000.0
2016-02-08,Dublin,Unknown,246000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Dublin 24,0,tallaght,0,1,UNK,246000.0,0,246000.0
2016-04-22,Kildare,Unknown,220000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,0,Unknown,1,newbridge,0,1,UNK,220000.0,0,220000.0
2016-09-02,Dublin,Unknown,570000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,malahide,0,1,UNK,570000.0,0,570000.0
2016-05-17,Limerick,Unknown,385000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,0,Unknown,1,corbally,0,1,UNK,385000.0,0,385000.0
2016-10-19,Cavan,Unknown,45000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,lough dooley,0,1,UNK,60000.0,0,45000.0
2016-01-07,Dublin,Unknown,355000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,the forge,0,1,UNK,355000.0,0,355000.0
2016-09-16,Kildare,Unknown,490000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,0,Unknown,1,dublin rd,0,1,UNK,490000.0,0,490000.0
2016-11-03,Louth,Unknown,310000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,0,Unknown,1,brownstown,0,1,UNK,310000.0,0,310000.0
2016-08-10,Dublin,Unknown,230000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Dublin 8,0,inchicore,0,1,UNK,230000.0,0,230000.0
2016-01-14,Galway,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,the pines,0,1,UNK,90000.0,0,90000.0
2016-04-12,Cork,Unknown,235000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,0,Unknown,1,barrack street,0,1,UNK,235000.0,0,235000.0
2016-06-20,Dublin,Unknown,273000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,lucan,0,1,UNK,273000.0,0,273000.0
2016-02-19,Wexford,Unknown,45000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,0,Unknown,1,carnew,0,1,UNK,60000.0,0,45000.0
2016-09-05,Galway,Unknown,245000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,0,Unknown,1,ardrahan,0,1,UNK,245000.0,0,245000.0
2016-03-23,Waterford,Unknown,320000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,newtown,0,1,UNK,320000.0,0,320000.0
2016-01-14,Cork,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,ballincollig,0,1,UNK,215000.0,0,215000.0
2016-08-11,Dublin,Unknown,194500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Dublin 11,0,ratoath rd,0,1,UNK,194500.0,0,194500.0
2016-07-13,Dublin,Unknown,172000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,eaton dr,0,1,UNK,172000.0,0,172000.0
2016-07-29,Waterford,Unknown,140000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,waterford,0,1,UNK,140000.0,0,140000.0
2016-12-01,Limerick,Unknown,138000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,gortboy station road,0,1,UNK,138000.0,0,138000.0
2016-11-02,Cork,Unknown,155700.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,0,1,Unknown,1,silversprings,0,1,UNK,155700.0,1,176719.5
2016-09-28,Clare,Unknown,85000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,0,Unknown,1,kilkee,0,1,UNK,85000.0,0,85000.0
2016-09-29,Sligo,Unknown,82775.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,9,0,0,Unknown,1,keenaghan,0,1,UNK,82775.0,1,93949.625
2016-10-07,Dublin,Unknown,815000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10,1,1,Dublin 4,0,ballsbridge,0,1,UNK,703000.0,1,925025.0
2016-04-21,Dublin,Unknown,299000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 6W,0,kimmage road west,0,1,UNK,299000.0,0,299000.0
2016-01-04,Galway,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,0,Unknown,1,menlough,0,1,UNK,90000.0,0,90000.0
2016-11-15,Laois,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,0,Unknown,1,portlaoise,0,1,UNK,90000.0,0,90000.0
2016-01-15,Tipperary,Unknown,255000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,cashel,0,1,UNK,255000.0,0,255000.0
2016-08-08,Offaly,Unknown,65000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,tullamore,0,1,UNK,65000.0,0,65000.0
2016-06-20,Wexford,Unknown,149780.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,0,1,Unknown,1,whiterock hill,0,1,UNK,149780.0,1,170000.3
2016-12-02,Meath,Unknown,265987.5,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12,0,1,Unknown,1,16 kelletts grove,0,1,UNK,265987.5,1,301895.8125
2016-02-29,Dublin,Unknown,118487.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,1,1,Unknown,1,russell court,0,1,UNK,118487.0,0,118487.0
2016-11-08,Meath,Unknown,196000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,bettystown,0,1,UNK,196000.0,0,196000.0
2016-12-22,Kerry,Unknown,60000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,castleisland,0,1,UNK,60000.0,0,60000.0
2016-11-18,Galway,Unknown,160500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,0,Unknown,1,gurtymadden,0,1,UNK,160500.0,0,160500.0
2016-01-14,Dublin,Unknown,100000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,1,1,Unknown,1,temple court,0,1,UNK,100000.0,0,100000.0
2016-11-15,Galway,Unknown,92000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,murrough,0,1,UNK,92000.0,0,92000.0
2016-03-16,Dublin,Unknown,130000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,1,1,Unknown,1,turvey golf club,0,1,UNK,130000.0,0,130000.0
2016-05-05,Kerry,Unknown,85000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,0,Unknown,1,listowel,0,1,UNK,85000.0,0,85000.0
2016-12-14,Donegal,Unknown,175000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,ludden,0,1,UNK,175000.0,0,175000.0
2016-07-04,Dublin,Unknown,195000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 12,0,drimnagh,0,1,UNK,195000.0,0,195000.0
2016-12-07,Limerick,Unknown,231000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,dooradoyle,0,1,UNK,231000.0,0,231000.0
2016-03-18,Louth,Unknown,115000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,drogheda,0,1,UNK,115000.0,0,115000.0
2016-02-12,Sligo,Unknown,27500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,1,1,Unknown,1,apartment 4,0,1,UNK,60000.0,0,27500.0
2016-05-23,Dublin,Unknown,714500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Dublin 2,0,hanover st east,0,1,UNK,703000.0,0,714500.0
2016-09-02,Leitrim,Unknown,110000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,0,Unknown,1,manorhamilton,0,1,UNK,110000.0,0,110000.0
2016-02-01,Limerick,Unknown,30000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,ballinacurra,0,1,UNK,60000.0,0,30000.0
2016-01-25,Kerry,Unknown,45000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,0,Unknown,1,lixnaw,0,1,UNK,60000.0,0,45000.0
2016-12-13,Dublin,Unknown,220551.64,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,0,1,Unknown,1,skerries road,0,1,UNK,220551.64,1,250326.11140000002
2016-06-21,Waterford,Unknown,70000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,waterford,0,1,UNK,70000.0,0,70000.0
2016-07-29,Clare,Unknown,14354.16,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,drumgeely,0,1,UNK,60000.0,0,14354.16
2016-09-07,Leitrim,Unknown,241000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,0,Unknown,1,donaghmore,0,1,UNK,241000.0,0,241000.0
2016-04-15,Wexford,Unknown,75000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,campile,0,1,UNK,75000.0,0,75000.0
2016-10-21,Sligo,Unknown,210000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,strandhill rd,0,1,UNK,210000.0,0,210000.0
2016-11-02,Dublin,Unknown,354650.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,0,1,Unknown,1,portrane,0,1,UNK,354650.0,1,402527.75
2016-07-29,Cork,Unknown,140000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,1,1,Unknown,1,north quay place,0,1,UNK,140000.0,0,140000.0
2016-03-11,Galway,Unknown,178000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,kinvara,0,1,UNK,178000.0,0,178000.0
