Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,coordinate
23/11/2016,"5 THE BELFRY, COCK HILL, CHURCH VIEW",Cavan,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/02/2016,"LETTERGESH WEST, RENVYLE, COUNTY GALWAY",Galway,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/10/2016,"22 CHURCH LANDS, SLANE, CO MEATH",Meath,,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/03/2016,"58 Fairgreen Park, Mullagh",Cavan,,"€57,268.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.8139551,-6.9468395"
19/12/2016,"124 SUNDAYS WELL RD, CORK, CORK",Cork,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,
30/11/2016,"18 HAMPTON WOOD AVE, HAMPTON WOOD, DUBLIN 11",Dublin,,"€162,370.00",No,No,Second-Hand Dwelling house /Apartment,,
19/02/2016,"10 NEWCASTLE WOODS DRIVE, ENFIELD, CO MEATH",Meath,,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4124015,-6.8273548"
12/01/2016,"27 Clos na Ri, Coolcotts, Wexford",Wexford,,"€96,917.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
26/08/2016,"19 THE SYCAMORE, ELMFIELD, BALLYOGAN RD DUBLIN 18",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"192 RIVER VILLAGE, MONKSLAND, ATHLONE",Roscommon,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/06/2016,"29 RANELAGH RD, DUBLIN 6",Dublin,,"€1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3301556,-6.2598684"
26/02/2016,"9 ROSEHILL, O CALLAGHANS STRAND, LIMMERICK CITY",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/05/2016,"6 ATLANTIC DR, LISDOONVARNA, CLARE",Clare,,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,,
18/05/2016,"47 WOODLANDS, RATOATH, MEATH",Meath,,"€396,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.5075969,-6.4716147"
01/07/2016,"31 SYDENHAM CRT, SYDENHAM RD, BALLSBRIDGE DUBLIN 4",Dublin,,"€597,500.00",No,No,Second-Hand Dwelling house /Apartment,,
29/07/2016,"1 ALDERWOOD, MAIN ST, STAMULLEN",Meath,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
24/11/2016,"33 Hayfield, Straffan Road, Maynooth",Kildare,,"€65,000.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
24/06/2016,"WESTVIEW, ENNIS RD, GORT",Galway,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/09/2016,"28 The Court, Harbour Heights, Passage West",Cork,,"€91,806.17",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
07/04/2016,"BISHOPSLAND, BALLYMORE EUSTACE, KILDARE",Kildare,,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.1241029,-6.5982558"
04/05/2016,"DUNDANIEL HOUSE, DUNDANIEL, INNISHANNON",Cork,,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/11/2016,"LARCHMONT, GROVE AVE, BLACKROCK",Dublin,,"€2,050,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/10/2016,"5 SION HILL RD, DRUMCONDRA, DUBLIN 9",Dublin,,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3756111,-6.2413329"
06/12/2016,"26 CHERRY GARTH, RIVERVALLEY, SWORDS",Dublin,,"€232,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,"53.4516344,-6.2388825"
09/08/2016,"44 LAWCUS FIELDS, STONEYFORD, KILKENNY",Kilkenny,,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"1 PARK AVE, STRANDHILL RD, SLIGO",Sligo,,"€342,500.00",No,No,Second-Hand Dwelling house /Apartment,,
13/09/2016,"CARRAHULLA, WOODLAWN, BALLINASLOE",Galway,,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/09/2016,"DAROGUE BALLYMAHON, BALLYMAHON, LONGFORD",Longford,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/09/2016,"5 HILL ST, DUNDALK, LOUTH",Louth,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.9953643,-6.4058112"
24/08/2016,"101 WILLOW PARK AVE, ATHLONE, WESTMEATH",Westmeath,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4133941,-7.9067050"
30/05/2016,"9 AN GLEANN, BRUACH NA HABHAINN, QUIN RD",Clare,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/01/2016,"58 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin,,"€607,929.53",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
26/08/2016,"41 OAKWOOD, MACROOM, CORK",Cork,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.9015733,-8.9499631"
12/02/2016,"16 Cois Locha, Calloughs, Carrigallen",Leitrim,,"€25,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"53.9801407,-7.6505360"
07/09/2016,"CAULSTOWN, DUNBOYNE, MEATH",Meath,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4529510,-6.4502727"
18/11/2016,"17 MYRTLE HOUSE, MYRTLE DRIVE  -  THE COAST, BALDOYLE",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/05/2016,"OUTRATH COTTAGE, OUTRATH, KILKENNY",Kilkenny,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/03/2016,"3 AVONDALE SQ, DUNBOYNE, MEATH",Meath,,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4202550,-6.4755124"
01/06/2016,"58 Creighan Manor, Cavan",Cavan,,"€87,225.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"53.9775129,-7.3559089"
16/02/2016,"APT 5, TOWERS BAR & RESTAURANT, WESTPORT",Mayo,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/07/2016,"86 GLASLYN, HOWTH RD, DUBLIN",Dublin,,"€313,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/02/2016,"26 MOY ELTA ROAD, EAST WALL, DUBLIN 3",Dublin,,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3558364,-6.2374326"
05/10/2016,"INCHBEG, KILMALEY, ENNIS",Clare,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/08/2016,"APT 3 JAMES JOYCE COURT, MILLBOURNE AVENUE, DUBLIN 2",Dublin,,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/06/2016,"PALLAS BIG, PORTLAOISE, COUNTY LAOIS",Laois,,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.0424987,-7.3390764"
10/05/2016,"69 Carrigweir, Tuam",Galway,,"€110,132.15",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,
22/08/2016,"50 GERALDINE ST, PHIBSBOROUGH, DUBLIN 7",Dublin,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,
16/12/2016,"7 HEADFORT PARK, VIRGINIA, CAVAN",Cavan,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.8388062,-7.0951770"
22/12/2016,"12A FOREST LAWNS, KINGSWOOD, DUBLIN 24",Dublin,,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/04/2016,"CORRAGAUN, KILLADOON, WESTPORT",Mayo,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"6 SYCAMORE, BALLYGAR, GALWAY",Galway,,"€71,400.00",No,No,Second-Hand Dwelling house /Apartment,,
07/07/2016,"7 ASHGROVE COURT, SANDYFORD RD, DUNDRUM DUBLIN 16",Dublin,,"€276,735.00",No,No,Second-Hand Dwelling house /Apartment,,
15/09/2016,"8 WEST BEACH, COBH, CORK",Cork,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.8505251,-8.2935257"
27/09/2016,"7 CHANCERY PARK CLOSE, TULLAMORE, OFFALY",Offaly,,"€110,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2663435,-7.4695426"
22/06/2016,"44 FLESK GROVE, KILLARNEY, CO KERRY",Kerry,,"€329,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.0557936,-9.4837351"
12/10/2016,"29 MAIN STREET, KILCOOLE, CO WICKLOW",Wicklow,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.1094521,-6.0649870"
23/11/2016,"38 CLORAN CT, ATHBOY, MEATH",Meath,,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.6225238,-6.9287472"
09/09/2016,"10 SOMERTON, DONABATE, DUBLIN",Dublin,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4918111,-6.1411383"
17/11/2016,"14 THE ORCHARD, FARRANLEA PARK, CORK",Cork,,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/12/2016,"APT 14, HOUSE 1, LINDEN COURT",Dublin,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/09/2016,"GRANADA, 46 CARYSFORT RD, DALKEY",Dublin,,"€780,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/04/2016,"3 SHORTCASTLE, MALLOW, CORK",Cork,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.1392175,-8.6485769"
10/03/2016,"33 BAWN GROVE, MALAHIDE, DUBLIN",Dublin,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4419922,-6.1530464"
13/09/2016,"2  Laharran Green, Coolkellure, Lehenaghbeg",Cork,,"€246,525.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
20/04/2016,"89 PALMER COURT, PALMER RD, RUSH",Dublin,,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/03/2016,"33 MEADOW PARK, PULLAMORE, DUBLIN RD",Cavan,,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,,
01/03/2016,"16 CONVENT HILL CRESCENT, BALLINA, CO MAYO",Mayo,,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.1172604,-9.1598490"
19/10/2016,"AUGHCURREEN, KILLARNEY, KERRY",Kerry,,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/07/2016,"6 RETIREMENT VILLAGE, WINDMILL, CHURCHTOWN",Cork,,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/05/2016,"8 BRINKWATER HOUSE, QUINCENTENNIAL DR, SALTHILL",Galway,,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
06/05/2016,"6 RYE ABBEY, CONNAUGHT STREET, KILDARE",Kildare,,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,,
15/12/2016,"3 NORBITON HILL, RAHEEN, LIMERICK",Limerick,,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,"52.6317680,-8.6564352"
13/07/2016,"18 ARDAMINE COURT, COURTOWN, CO WEXFORD",Wexford,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/09/2016,"22 RIVERSTOWN HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/12/2016,"1 MAPLEWOOD PARK, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2854274,-6.3823627"
30/03/2016,"127 MALAHIDE ROAD, DONNYCARNEY, DUBLIN 3",Dublin,,"€412,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3736966,-6.2210083"
15/12/2016,"71 DUN DARRACH, DUBLIN RD, LONGFORD",Longford,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/02/2016,"2 COOGYULLA, DOOLIN, CLARE",Clare,,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/11/2016,"TUBRIDMORE, ARDFERT, TRALEE",Kerry,,"€118,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/06/2016,"68 ASHFIELD RISE, BALBRIGGAN, DUBLIN",Dublin,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.6150227,-6.1949091"
17/06/2016,"20 THE BIRCH, DELACY ABBEY, RATHVILLY",Carlow,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/08/2016,"2 HOLYWELL VIEW, FELTRIM HALL, SWORDS",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/12/2016,"48 HARTY PL, DUBLIN 8, DUBLIN",Dublin,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3350800,-6.2723452"
02/08/2016,"38 THE VILLAGE GREEN, RATOATH, CO MEATH",Meath,,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.5055426,-6.4567502"
27/05/2016,"COILL RD, TINNIES LOWER, VALENTIA ISLAND",Kerry,,"€182,500.00",No,No,Second-Hand Dwelling house /Apartment,,
05/09/2016,"20 FERN HILL, ATHENRY, GALWAY",Galway,,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3119413,-8.7386646"
30/09/2016,"GRALLAGH, MENLOUGH, BALLINASLOE",Galway,,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"7 BERACH LODGE, KILBARRACK RD, KILBARRACK DUBLIN 5",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/12/2016,"24 Barley Field, Wicklow Hills, Newtownmountkennedy",Wicklow,,"€172,135.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
07/03/2016,"9 PARKLANDS RD, BALLYCULLEN, DUBLIN 24",Dublin,,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/03/2016,"127 RIVEROAKS, CLAREGALWAY, GALWAY",Galway,,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3428771,-8.9480066"
21/10/2016,"14 Sion Hill Park, Sion Hill Road, Drumcondra",Dublin,,"€515,417.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,
19/07/2016,"BALLYVARA, DOOLIN, CO CLARE",Clare,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.0122217,-9.3658377"
06/01/2016,"APT.13 - THE COURTYARD, KILLEGLAND STREET, ASHBOURNE",Meath,,"€137,500.00",No,No,Second-Hand Dwelling house /Apartment,,
18/02/2016,"42 UPPER GRATTAN PARK, GREYSTONES, GRATTAN PARK",Wicklow,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/06/2016,"32 MILL OAKS, DRUMLISH, LONGFORD",Longford,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/09/2016,"16 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€203,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3960239,-6.3807108"
06/04/2016,"148 CARNLOUGH RD, CABRA, DUBLIN 7",Dublin,,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3658963,-6.2924245"
25/11/2016,"37 ARD AOIBHINN, CLONMEL, TIPPERARY",Tipperary,,"€126,250.00",Yes,No,Second-Hand Dwelling house /Apartment,,
15/09/2016,"4 CLUAIN ARD, BWEENG, MALLOW",Cork,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.0446110,-8.7201826"
16/05/2016,"91 CLANCY PARK, ENNIS, CO CLARE",Clare,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.8427679,-8.9920497"
14/09/2016,"56 CARRIGMORE CRESCENT, SAGGART, DUBLIN",Dublin,,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/11/2016,"1 LIFFEY VALE, LIFFEY VALLEY PARK, LUCAN",Dublin,,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/04/2016,"71 COLLEGE MANOR, HOEYS LANE, DUNDALK",Louth,,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/12/2016,"50 LAMBOURNE WOOD, CABINTEELY, DUBLIN 18",Dublin,,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/05/2016,"14 Carrigweir, Tuam, Co Galway",Galway,,"€127,753.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,
28/01/2016,"11 Oldtown, Cavan",Cavan,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.9694926,-7.3473421"
30/06/2016,"CLOUNTUBRID, LISTOWEL, CO KERRY",Kerry,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,
30/06/2016,"15 HARBOUR VIEW, BALBRIGGAN, DUBLIN",Dublin,,"€139,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/04/2016,"15 CLONMULLION RETIREMENT VILLAGE, ATHY, KILDARE",Kildare,,"€280,450.00",No,No,Second-Hand Dwelling house /Apartment,,"52.9985681,-6.9807822"
28/04/2016,"59 GREENTREES RD, MANOR ESTATE, TERENURE",Dublin,,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/05/2016,"20 Fern Grove, Forest Hill, Carrigaline",Cork,,"€255,506.61",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,
09/05/2016,"9 THE  LAWN, EARL'S MEADOW, BALLIVOR",Meath,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/02/2016,"29 ELDERWOOD AVE, BOREENMANNA RD, CORK",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/05/2016,"115 Ashmount Mews, Silversprings, Cork",Cork,,"€132,159.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
30/03/2016,"10 CHURCHLANDS, MANORCUNNINGHAM, DONEGAL",Donegal,,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/03/2016,"12 CEDARWOOD DR CASTLEHEIGHTS, KILMONEY RD, CARRIGALINE",Cork,,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/12/2016,"9 DUN NA RIOGH GLADE, NAAS, CO. KILDARE",Kildare,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2337811,-6.6515174"
11/08/2016,"CALLENBERG, INNISKEEN, MONAGHAN",Monaghan,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/04/2016,"19 CLONMULLION RETIREMENT VILLAGE, MONEEN LANE, ATHY",Kildare,,"€276,950.00",No,No,Second-Hand Dwelling house /Apartment,,
18/01/2016,"4 THE VILLAGE GREEN, CLONEYGOWAN",Offaly,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/07/2016,"9 DROMCARRA AVE, JOBSTOWN, TALLAGHT DUBLIN 24",Dublin,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2820458,-6.3957027"
03/06/2016,"5 CHURCH VIEW, MENLOUGH, BALLINASLOE",Galway,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4217351,-8.5758625"
26/09/2016,"CLOSSAGH ROE, FOXFORD, CO MAYO",Mayo,,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/01/2016,"14 FERNLEIGH DALE, DISWELLSTOWN RD, DUBLIN 15",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/05/2016,"LURGANKEEL, KILCURRY, CO LOUTH",Louth,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/01/2016,"12 PHOENIX GARDENS, CASTLEKNOCK, DUBLIN 15",Dublin,,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3781437,-6.3523850"
14/09/2016,"12 BAYVIEW, TRAMORE, WATERFORD",Waterford,,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.1664483,-7.1410832"
20/05/2016,"20 CREEVAGHGLASS, CREEVAGHBEG, BALLYMAHON",Longford,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/07/2016,"THE BING, KILRANE, ROSSLARE HARBOUR",Wexford,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/12/2016,"RIVERVIEW, TALLOW BRIDGE, TALLOW",Waterford,,"€177,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/04/2016,"1 LANDSDOWNE TERRACE, SHELBOURNE RD, BALLSBRIDGE DUBLIN 4",Dublin,,"€1,450,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/07/2016,"74 BRIDGEWATER QUAY, CUNNINGHAM ROAD, DUBLIN 8",Dublin,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/03/2016,"13 GRIFFITH AVE, DUBLIN 9, DUBLIN",Dublin,,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3688408,-6.2294033"
15/09/2016,"8 OLD SCHOOL HOUSE, PATRICKSWELL, LIMERICK",Limerick,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/05/2016,"STABANNON HALL, CASTLEBELLINGHAM, LOUTH",Louth,,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/12/2016,"FOXHAVEN, BOOLYBRIEN, KILMALEY",Clare,,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/09/2016,"CLONROOSK, FEENAGH, CO LIMERICK",Limerick,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/07/2016,"412 MILLBROOK, RIVERSIDE, SLIGO",Sligo,,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/05/2016,"2 THE GROVE, GOATSTOWN ROAD, GOATSTOWN",Dublin,,"€669,604.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
15/06/2016,"Port, Dunfanaghy",Donegal,,"€140,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"55.1647220,-7.9777780"
28/04/2016,"KILKERN, CASTLEFREKE, CLONAKILTY",Cork,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/05/2016,"THE RECTORY, CASTLEBLAYNEY, CO MONAGHAN",Monaghan,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/05/2016,"APT 4, THE QUAYS, MAIN ST",Cork,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/10/2016,"9 SUNDAYS WELL AVE, SUNDAYS WELL, CORK",Cork,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/07/2016,"97 BAILIS MANOR, ATHLUMNEY, NAVAN",Meath,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/11/2016,"125 AND 125A SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin,,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/03/2016,"18 THE DRIVE, CHAPELSTOWN, TULLOW ROAD",Carlow,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,
24/03/2016,"62 WYCKHAM POINT, DUNDRUM, DUBLIN 16",Dublin,,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2803727,-6.2431768"
04/10/2016,"25 CARRAIG MIDHE, CORBALLY, COUNTY CLARE",Clare,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
04/08/2016,"58 PROSPECT, THE NAUL ROAD, BALBRIGGAN",Dublin,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/07/2016,"APT 6, CASTLEGATE, OLIVER PLUNKETT RD",Dublin,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/11/2016,"9 The Drive, Royal Oaks, Enfield",Meath,,"€259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
12/10/2016,"73 Evanwood, Golf Links Road, Castletroy",Limerick,,"€223,048.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
18/02/2016,"24 WHEATFIELD, MUFF, DONEGAL",Donegal,,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,,"55.0706543,-7.2667080"
03/06/2016,"16 The Close, Craigavern Lodge, Balybrittas",Laois,,"€159,999.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
18/05/2016,"BALLYHANRAHAN, BALLYBRONOGUE NORTH, PATRICKSWELL",Limerick,,"€281,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/03/2016,"2 CASTLE COURT, ST JOSEPHS RD, MALLOW",Cork,,"€262,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/03/2016,"34 THE WALK, ROBSWALL, MALAHIDE",Dublin,,"€207,766.00",No,No,Second-Hand Dwelling house /Apartment,,
22/02/2016,"45 HEATHER GROVE, CLARA, OFFALY",Offaly,,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3469445,-7.5898050"
23/05/2016,"14 ABBEY COURT, ABBEYGATE STREET, GALWAY",Galway,,"€18,125.00",No,No,Second-Hand Dwelling house /Apartment,,
22/06/2016,"121 TERENURE RD WEST, DUBLIN 6W, DUBLIN",Dublin,,"€275,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,"53.3118451,-6.2968396"
14/12/2016,"6 Castlegrange grove, Castaheaney",Dublin,,"€295,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
12/08/2016,"23 LORCAN PARK, SANTRY, DUBLIN",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3908940,-6.2410545"
14/12/2016,"28 WOODBURY GARDENS, DUNDALK, LOUTH",Louth,,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.9931180,-6.3940936"
26/08/2016,"Carrowcarden, Enniscrone, County Sligo",Sligo,,"€128,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
27/10/2016,"Clonsherick, Newcastle West",Limerick,,"€255,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
29/07/2016,"HILLHALL, GLASLOUGH, MONAGHAN",Monaghan,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.2938945,-6.9196734"
30/06/2016,"BALLINTUBRID, NEWCASTLE WEST, CO. LIMERICK",Limerick,,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/09/2016,"APT 108, RATHMINES TOWN CENTRE, RATHMINES DUBLIN 6",Dublin,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/03/2016,"2 UPPER NEW ST, WICKLOW, CO. WICKLOW",Wicklow,,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/11/2016,"43 RAILWAY LOUGH APT, BELTURBET, CO CAVAN",Cavan,,"€31,500.00",No,No,Second-Hand Dwelling house /Apartment,,
13/05/2016,"15 PRIORY COURT, ST MICHAELS RD, GOREY",Wexford,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/12/2016,"29 MARINE COURT, CENTRAL LANE, BUNDORAN",Donegal,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,
