Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,coordinate
30/01/2017,"13 Heathervale, Garryduff, Castlebar",Mayo,,"€145,374.44",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
07/04/2017,"8 Cluain Mara, Farm Lane, Kinsale",Cork,,"€422,907.48",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
04/08/2017,"10A SEAFIELD RD, BLACKROCK, DUBLIN",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3069478,-6.2097912"
25/05/2017,"CARROWREAGH, KILLALA, MAYO",Mayo,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/09/2017,"35 KENILWORTH SQ WEST, RATHGAR, DUBLIN 6",Dublin,,"€1,080,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3187428,-6.2784078"
21/07/2017,"APT 30, RIVERGATE, NEW ROSS",Wexford,,"€55,357.00",No,No,Second-Hand Dwelling house /Apartment,,
28/11/2017,"61 WOODLANDS, DUNLEER, CO LOUTH",Louth,,"€201,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/12/2017,"DUNLAVIN UPPER, DUNLAVIN, WICKLOW",Wicklow,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.0582899,-6.6948097"
10/05/2017,"11 WOODVIEW, MOYDERWELL, TRALEE",Kerry,,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/01/2017,"36 CLOGHER RD, CRUMLIN, DUBLIN 12",Dublin,,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3253685,-6.2978186"
22/09/2017,"DUNCARBRY, TULLAGHAN, COUNTY LEITRIM",Leitrim,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.4670503,-8.3295671"
12/12/2017,"8 COURTHOUSE VIEW, LANDMARK COURT, CARRICK ON SHANNON",Leitrim,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,
30/01/2017,"RATHNESIN, TULLASTOWN, LOUTH",Louth,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/07/2017,"BOSCO LODGE, MANOR KILBRIDE, BLESSINGTON",Wicklow,,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/03/2017,"26 ASHLEY GARDENS, PORTLAOISE, LAOIS",Laois,,"€189,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.0464254,-7.2778973"
19/04/2017,"FIGLASH, CARRICK ON SUIR, CO TIPPERARY",Tipperary,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.3744254,-7.4411836"
22/09/2017,"OLD BOLEY, BARNTOWN, WEXFORD",Wexford,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/07/2017,"7 Whitegables, Swords Road, Malahide",Dublin,,"€581,497.79",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
13/09/2017,"8 AUBURN PARK, EDGEWORTHSTOWN, LONGFORD",Longford,,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.7012137,-7.6140021"
19/04/2017,"MAIN STREET, COLLOONEY COUNTY SLIGO",Sligo,,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.1857598,-8.4902810"
15/05/2017,"11 ST LOMANS ST, TRIM, MEATH",Meath,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/01/2017,"APT 128, WESTLAND SQ, SANDWITH ST DUBLIN 2",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/04/2017,"405N, Longboat Quay North, Sir John Rogerson's Quay",Dublin,,"€505,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
12/05/2017,"Meenclogher, Killygordon",Donegal,,"€125,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
29/03/2017,"UNit 151 North East Quadrant, Castlewest Town Centre, Ballincollig",Cork,,"€76,805.07",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
21/04/2017,"9 THE COURTYARD, ROBSWELL, MALAHIDE",Dublin,,"€478,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/04/2017,"25 ARD MHUIRE, CARRICK ON SUIR, CO TIPPERARY",Tipperary,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.3499162,-7.4142212"
19/07/2017,"105 COOLAMBER PARK, KNOCKLYON, DUBLIN 16",Dublin,,"€548,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2869381,-6.3131396"
10/10/2017,"APT 1, 26B DUKE ST, ATHY",Kildare,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/07/2017,"4 CHERRYVALE, CLOYNE MIDLETON, CORK",Cork,,"€73,500.00",No,No,Second-Hand Dwelling house /Apartment,,
13/09/2017,"106 CITY CAMPUS, LORD EDWARD STREET, LIMERICK",Limerick,,"€113,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/12/2017,"3 Clonlara, Kerry Pike, County Cork",Cork,,"€286,343.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
03/08/2017,"KILLARD, ARDAGH, LIMERICK",Limerick,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.4785185,-9.0523869"
18/12/2017,"13 Shakleton Way, Shackleton Park, Lucan",Dublin,,"€281,938.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
31/08/2017,"21 MOUNT EDEN RD, DONNYBROOK, DUBLIN 4",Dublin,,"€1,075,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3219907,-6.2400584"
16/03/2017,"APT 13, RYE ABBEY, KILCOCK",Kildare,,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/10/2017,"16 ARD CAHON CLOSE, COOLKELLURE, LEHENAGHMORE",Cork,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/07/2017,"27 ST OLIVERS EST, GEASHILL, OFFALY",Offaly,,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
26/04/2017,"110 ST FINIANS PARK, MOVILLE, DONEGAL",Donegal,,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/01/2017,"13 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",Dublin,,"€647,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3019360,-6.2256650"
24/02/2017,"8 TRINITY SQUARE, WATERFORD",Waterford,,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2584502,-7.1170803"
24/02/2017,"3 UNION WALK, BALLISODARE, SLIGO",Sligo,,"€124,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/09/2017,"83 Daar River Walk, Newcastle West, Limerick",Limerick,,"€123,348.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"52.4564898,-9.0485658"
12/12/2017,"1 PALM GROVE DRIVE, BALLINA, CO TIPPERARY",Tipperary,,"€299,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.8143718,-8.4365194"
06/04/2017,"GORTCREEN, LISTOWEL, KERRY",Kerry,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/03/2017,"35 KILVERE PARK, CYPRESS DOWNS, TEMPLEOGUE DUBLIN 6W",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2987235,-6.3143852"
08/09/2017,"20A COOLDRIONA COURT SWORDS, DUBLIN",Dublin,,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/09/2017,"1 BALLINLOUGH, WESTPORT, MAYO",Mayo,,"€218,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.8300288,-9.5150996"
30/11/2017,"49 APPLEWOOD HEIGHTS, GREYSTONES, WICKLOW",Wicklow,,"€488,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.1455711,-6.0824776"
26/10/2017,"4 GRANGE WAY, GRANGE MANOR, OVENS",Cork,,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,,
30/08/2017,"APT 12 PARKVILLE COURT, RHEBOGUE, DUBLIN ROAD",Limerick,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/07/2017,"25 ORANGREEN, ORANHILL, ORANMORE",Galway,,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2567001,-8.9263426"
09/06/2017,"104 THE CRESCENT, RATHBORNE COURT, ASHTOWN DUBLIN 15",Dublin,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/10/2017,"Kilconlea Upper, Abbeyfeale, Co. Limerick",Limerick,,"€140,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"52.3592053,-9.3044592"
19/06/2017,"APT.6, 1 LOWER SHERRARD ST., DUBLIN 1",Dublin,,"€73,500.00",No,No,Second-Hand Dwelling house /Apartment,,
04/07/2017,"28 CHANDLERS GUILD, JAMES STREET, DUBLIN 8",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/11/2017,"1 LOVE LANE, CASHEL ROAD, CLONMEL",Tipperary,,"€154,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
31/08/2017,"22 WOODSTOWN ABBEY, KNOCKLYON, DUBLIN 16",Dublin,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2726684,-6.3206626"
08/05/2017,"59 ST JAMES CRESENT, MERVUE, GALWAY",Galway,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/06/2017,"4 IDRONE CLOSE, DUBLIN 16, DUBLIN",Dublin,,"€531,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2856049,-6.3155554"
19/12/2017,"APT 1, 2 DENMARK ST, LIMERICK",Limerick,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/03/2017,"5 Castleways, Kinsealy Lane, Malahide",Dublin,,"€678,414.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
04/05/2017,"BRAESIDE, GREENHILL RD, WICKLOW",Wicklow,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/02/2017,"44 ST CANICES RD, GLASNEVIN, DUBLIN 11",Dublin,,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/03/2017,"16 THE LODGE, SEABROOK MANOR, STATION ROAD",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/12/2017,"14 Park Terrace North, Belltree, Clongriffin",Dublin,,"€263,961.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
16/10/2017,"8 FAIRFIELD NURSING HOME, BALTIMORE ROAD, SKIBEREEN",Cork,,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/08/2017,"24 GLENTWORTH PARK, ARD NA GREINE, DUBLIN 13",Dublin,,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/06/2017,"6 Friars Hill, Thomastown",Kilkenny,,"€194,785.57",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
16/08/2017,"25 WOLSELEY VILLAGE, THE MULLAWN, TULLOW",Carlow,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/09/2017,"30 CHARLES ST, LISTOWEL, KERRY",Kerry,,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.4481271,-9.4842825"
24/05/2017,"17 Ardilea Cresent, Clonskeagh, Dublin",Dublin,,"€792,953.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
12/09/2017,"2 The close, Royal Oaks, Enfield",Meath,,"€262,114.53",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
20/06/2017,"26 Kylemore, Cashel",Tipperary,,"€139,207.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
18/12/2017,"TEA ROSE COTTAGE, MAULAGALLANE, SKIBBEREEN",Cork,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/02/2017,"10 BRUACH NA COILLE, CAHERDAVIN, CO LIMERICK",Limerick,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/11/2017,"55 FRIARY WALK, CALLAN, KILKENNY",Kilkenny,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.5515704,-7.3810803"
30/03/2017,"89 RINGSEND RD, DUBLIN 4, DUBLIN",Dublin,,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3414018,-6.2319157"
25/08/2017,"APT 73, 25 WOLFE TONE ST, DUBLIN 1",Dublin,,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/12/2017,"9 ST JOHNS TERRACE, SLIGO, SLIGO",Sligo,,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,,"54.2774472,-8.4727247"
01/02/2017,"88 LISSADEL RD, DUBLIN 12, DUBLIN",Dublin,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3293017,-6.3127666"
25/07/2017,"LR BRIDGE ST, CALLAN, KILKENNY",Kilkenny,,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.5460748,-7.3895989"
31/08/2017,"57 ROSELAND AVENUE, CUALANOR, upper glenageary road",Dublin,,"€673,998.18",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
29/06/2017,"189 Churchfields, Ashbourne",Meath,,"€235,280.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.5074254,-6.4072850"
16/08/2017,"KENMAY, KILMACUD RD UPPER, DUNDRUM DUBLIN 14",Dublin,,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/11/2017,"70 HAMPTON COVE, BALBRIGGAN, DUBLIN",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.6051222,-6.1680770"
20/12/2017,"14 DONEGAN COURT, NEW RD, GALWAY",Galway,,"€1,450,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/02/2017,"24 GRAND CANAL VIEW, JAMESS WALK, KILMAINHAM DUBLIN 8",Dublin,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/11/2017,"17 COL PERRY ST, EDENDERRY, CO OFFALY",Offaly,,"€88,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/03/2017,"4 WOODGROVE HEIGHTS, DUNLEER, LOUTH",Louth,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/09/2017,"3 Hawthorn Grove, Bird Avenue, Clonskeagh",Dublin,,"€339,207.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
11/12/2017,"7 OLD LUCAN RD, PALMERSTOWN VILLAGE, PALMERSTOWN",Dublin,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/12/2017,"44 ST FIACCS TERRACE, GRAIGUECULLEN, CARLOW",Carlow,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/06/2017,"17 THE CLOSE, PETTISWOOD MANOR, MULLINGAR",Westmeath,,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/02/2017,"158 LAKELANDS, NAAS, KILDARE",Kildare,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2131947,-6.6614695"
15/05/2017,"8 GLEBE CLOSE, NEWCASTLE, DUBLIN",Dublin,,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3022116,-6.5025736"
14/03/2017,"19 Glasheen, Drumlish",Longford,,"€160,793.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
18/12/2017,"APT 9C WATERLANE, PROSPECT HILL, GALWAY",Galway,,"€121,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/09/2017,"149 Ashewood Walk, Portlaoise",Laois,,"€198,237.88",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.0298572,-7.2710866"
16/06/2017,"117 GREGG COURT, PARNELL ST, DUBLIN 1",Dublin,,"€324,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/11/2017,"CLASHBEG, MULLINAHONE, TIPPERARY",Tipperary,,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
30/03/2017,"1 AGHNAHARNA DR, STRADBALLY RD, PORTLAOISE",Laois,,"€223,500.00",No,No,Second-Hand Dwelling house /Apartment,,
07/06/2017,"15 Fairhaven Close, Castleknock Road, Castleknock",Dublin,,"€537,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
22/06/2017,"LARKFIELD, ATHY, CO. KILDARE",Kildare,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.9801474,-7.0366132"
30/06/2017,"15 HIGH ST, WICKLOW",Wicklow,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.9792837,-6.0394824"
20/12/2017,"3 rathvarna, Killeshin",Laois,,"€233,480.17",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"52.8496611,-6.9932410"
12/05/2017,"43 Barley Field, Wicklow Hills, Nretownmountkennedy",Wicklow,,"€180,616.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
13/11/2017,"1 GLENSIDE, BARRACK ST, CAPPOQUIN",Waterford,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/07/2017,"1 CASTLERAHAN, MULLAGH, CO CAVAN",Cavan,,"€14,001.00",No,No,Second-Hand Dwelling house /Apartment,,
23/03/2017,"17 BIRCHFIELD, LORETTO RD, KILLARNEY",Kerry,,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/12/2017,"88 O RAHILLYS VILLAS, TRALEE, CO KERRY",Kerry,,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/11/2017,"THE GLEBE, COOLRAIN, PORTLAOISE",Laois,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/08/2017,"208 ROSAN GLAS, RAHOON, GALWAY",Galway,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2757889,-9.0911478"
06/10/2017,"3 DEERPARK MANOR, VIRGINIA, CAVAN",Cavan,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.8403243,-7.0940839"
04/12/2017,"34 Castlegrange Dale, Castaheaney, Dublin 15",Dublin,,"€325,203.25",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,
03/08/2017,"CAPE COTTAGE, BISHOPSHILL, BALLYMORE EUSTACE",Kildare,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/07/2017,"8 EASCTOURTYARD, TULLYVALE, CABINTEELY DUBLIN 18",Dublin,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/04/2017,"77 Daar River View, Newcastle West",Limerick,,"€118,973.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"52.4571265,-9.0477646"
14/09/2017,"50 THE PAVILLION, MARINE RD, DUN LAOGHAIRE",Dublin,,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/05/2017,"3 HILLCREST, TYNAGH",Galway,,"€203,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
19/01/2017,"89 SANDYFORD RD, DUNDRUM, DUBLIN 16",Dublin,,"€549,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2839717,-6.2368830"
30/06/2017,"CIRCULAR RD, KILKEE, CLARE",Clare,,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.6812704,-9.6431247"
11/08/2017,"27 THE GREEN, RIVERBANK, DROGHEDA",Louth,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.7151448,-6.3871528"
16/03/2017,"ABT 4 THE PRINTWORKS, LOWER DARGLE RD, BRAY",Wicklow,,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/02/2017,"9 CHESTNUT GROVE, CELBRIDGE, COUNTY KILDARE",Kildare,,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3429694,-6.5392975"
07/04/2017,"APT 4 LARAGH GRACE PARK COURT, BEAUMONT, DUBLIN 9",Dublin,,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/10/2017,"CLOONSLANOR, STROKESTOWN, CO ROSCOMMON",Roscommon,,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.7658829,-8.1236697"
22/11/2017,"109A LOWER, RUSH, DUBLIN",Dublin,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.5217326,-6.0865221"
27/11/2017,"40 Churchfields Close, Churchfields, Ashbourne",Meath,,"€264,317.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"53.5086857,-6.4061354"
30/06/2017,"SHEBEEN COTTAGE, CALLINAFERCY, MILLTOWN",Kerry,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,
04/05/2017,"11 hollands close, rheban manor, athy",Kildare,,"€114,537.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"52.9978682,-6.9736205"
26/07/2017,"36 BOROIMHE HAZEL, SWORDS, DUBLIN",Dublin,,"€352,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4432489,-6.2316039"
26/05/2017,"MAIN ST, SHINRONE, BIRR",Offaly,,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.9861868,-7.9226354"
20/11/2017,"APT NO 26A, CASTLEFORBES SQUARE, DUBLIN 1",Dublin,,"€293,855.00",No,No,Second-Hand Dwelling house /Apartment,,
30/03/2017,"WINETOWN, RATHOWEN, CO WESTMEATH",Westmeath,,"€43,001.00",No,No,Second-Hand Dwelling house /Apartment,,
13/12/2017,"13 MILL ROAD, INISTIOGE, CO KILKENNY",Kilkenny,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.4906589,-7.0669187"
27/07/2017,"APT 4 LAR NA CATHRACH, ABBEY TRINITY, TUAM",Galway,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/10/2017,"16 PROSPECT LAWN, THE PARK, CABINTEELY",Dublin,,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2618190,-6.1602898"
27/10/2017,"59 KINVARA PARK, NAVAN RD, DUBLIN 7",Dublin,,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3694095,-6.3198033"
19/10/2017,"17 ARDPATRICK CLOSE, LADYS WELL, BLACKPOOL",Cork,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/11/2017,"3 ELTON PARK, SANDYCOVE, DUBLIN",Dublin,,"€1,578,950.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2839723,-6.1129717"
06/10/2017,"21 ALDERBOROUGH COURT, FIVE LAMPS AMIENS ST, FAIRVLEW",Dublin,,"€193,500.00",No,No,Second-Hand Dwelling house /Apartment,,
05/01/2017,"CARTRON GLEBE, HORSELEAP, MOATE",Offaly,,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
19/05/2017,"REDBRICK BUNGALOW, KILLALA RD, BALLINA",Mayo,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/08/2017,"APT 4 MOREHAMPTON MEWS, 2 MOREHAMPTON ROAD, DUBLIN 4",Dublin,,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/12/2017,"GARRANTURTON, KILMACTHOMAS, CO WATERFORD",Waterford,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/11/2017,"BARNAGURRY, KILTIMAGH, MAYO",Mayo,,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/09/2017,"35 SHREWSBURY PARK, BALLSBRIDGE, DUBLIN 4",Dublin,,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3245457,-6.2185639"
27/10/2017,"49 WATERVALE, ROOSKEY, ROSCOMMON",Roscommon,,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
02/02/2017,"AUBURN HOUSE, PATRICKSWELL, LIMERICK",Limerick,,"€343,750.00",No,No,Second-Hand Dwelling house /Apartment,,
25/08/2017,"BOLANDS LANE, GORT, GALWAY",Galway,,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.0673261,-8.8216730"
15/12/2017,"CONSILIO, 65 DEVON PARK, GALWAY",Galway,,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
04/04/2017,"13 the meadows, whitefield manor, bettystown",Meath,,"€250,286.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,
06/01/2017,"GLAISDALE, CLOONEYGORMAN, BANTRY",Cork,,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/06/2017,"Inch, Killeagh",Cork,,"€220,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"51.9860391,-7.9919881"
25/04/2017,"RATH, BALTIMORE, CORK",Cork,,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.5026465,-9.3499065"
09/01/2017,"DUNDULLERICK, LEAMLARA, CORK",Cork,,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/07/2017,"6 WOODLAND VIEW, WESTERN RD, CORK",Cork,,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,"51.8946902,-8.4959528"
24/11/2017,"10 THE CRESCENT, ROBSWALL, MALAHIDE",Dublin,,"€685,000.00",No,No,Second-Hand Dwelling house /Apartment,,
16/02/2017,"84 ASHBROOK, THE MOYNE, ENNISCORTHY",Wexford,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,
24/03/2017,"41 OAKDALE, ATHLONE, ROSCOMMON",Roscommon,,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4241106,-7.9719451"
27/09/2017,"90 DUN NA COIRIBE, HEADFORD RD, GALWAY",Galway,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/10/2017,"64 LISMORE RD, CRUMLIN, DUBLIN 12",Dublin,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,
31/05/2017,"40A MEADOW WAY, HARTSTOWN, CLONSILLA DUBLIN 15",Dublin,,"€82,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
22/03/2017,"114 WALKINSTOWN AVE, WALKINSTOWN, DUBLIN 12",Dublin,,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3202498,-6.3378328"
29/09/2017,"THE PINK HOUSE, OLDTOWN, STONEYFORD",Kilkenny,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/01/2017,"1 CHURCH RD, BALLINACURRA, MIDLETON",Cork,,"€42,500.00",No,No,Second-Hand Dwelling house /Apartment,,"51.8976365,-8.1696444"
06/02/2017,"6 KILLARNEY VILLAS, BRAY, WICKLOW",Wicklow,,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2004863,-6.1120715"
23/02/2017,"MOUNT BRENDAN, PLUCKEEN, CAHERSLEE",Kerry,,"€134,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/08/2017,"7 COOTE ST, PORTLAOISE, CO LAOIS",Laois,,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.0350449,-7.3033404"
31/08/2017,"90 ST ALBANS PARK, SANDYMOUNT, DUBLIN 4",Dublin,,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,,
